numero_processo;ente_devedor;valor;tipo;status_pagamento;tribunal;ano_orcamento;tempo_paga;retorno_anual;score;valor_float;score_juridico;score_total
0705662-35.2021.8.02.0001;Estado de Alagoas;R$ 10.625,34;Alimentar;PI;TJAL;2025;3;0.5874;;10625.34;80;31.83
0703293-05.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0010783-81.2004.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0010783-81.2004.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0010783-81.2004.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0716517-73.2021.8.02.0001;Estado de Alagoas;R$ 15.978,88;Alimentar;PI;TJAL;2025;2;1.0;;15978.88;80;80.0
0703295-72.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0732692-45.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0727354-90.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0719406-73.2016.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0716513-36.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0730299-16.2022.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0735012-39.2019.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0730299-16.2022.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0730299-16.2022.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0730299-16.2022.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0726150-11.2021.8.02.0001;Estado de Alagoas;R$ 20.612,38;Alimentar;PI;TJAL;2025;2;1.0;;20612.38;80;80.0
0718719-23.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0704492-28.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0704492-28.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0701708-06.2022.8.02.0046;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700550-98.2022.8.02.0050/03;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0706092-16.2023.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0729386-15.2014.8.02.0001/02;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0726536-85.2014.8.02.0001/01;Estado de Alagoas;R$ 21.042,49;Alimentar;PI;TJAL;2025;2;1.0;;21042.49;80;80.0
0718491-82.2020.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0712507-20.2020.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700778-41.2023.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0025997-05.2010.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0714064-52.2014.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0713002-74.2014.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0714961-46.2015.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0714961-46.2015.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0721924-60.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0719051-87.2021.8.02.0001;Estado de Alagoas;R$ 21.069,05;Alimentar;PI;TJAL;2025;2;1.0;;21069.05;80;80.0
0732156-34.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0718643-96.2021.8.02.0001;Estado de Alagoas;R$ 20.469,38;Alimentar;PI;TJAL;2025;2;1.0;;20469.38;80;80.0
0716360-13.2015.8.02.0001;Estado de Alagoas;R$ 19.236,16;Alimentar;PI;TJAL;2025;2;1.0;;19236.16;80;80.0
0716360-13.2015.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0726279-79.2022.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0709756-94.2019.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710019-24.2022.8.02.0001;Estado de Alagoas;R$ 11.900,89;Alimentar;PI;TJAL;2025;2;1.0;;11900.89;80;80.0
0703662-96.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0728486-85.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0732043-56.2016.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0707699-45.2015.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0703194-98.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0703194-98.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0014406-61.2001.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0014406-61.2001.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700168-58.2023.8.02.0022;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0036247-97.2010.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0700261-89.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0702813-90.2021.8.02.0001;Estado de Alagoas;R$ 21.950,00;Alimentar;PI;TJAL;2025;2;1.0;;21950.0;80;80.0
0711715-32.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0707304-43.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710957-92.2017.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0728095-67.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0732801-40.2013.8.02.0001/02;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711278-88.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0706518-04.2018.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0713858-38.2014.8.02.0001/02;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700102-78.2022.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0734592-63.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0702814-75.2021.8.02.0001;Estado de Alagoas;R$ 10.972,49;Alimentar;PI;TJAL;2025;2;1.0;;10972.49;80;80.0
0014406-61.2001.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0014406-61.2001.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0014406-61.2001.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0014406-61.2001.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0703292-20.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0706453-48.2014.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0706453-48.2014.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0706453-48.2014.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0722935-71.2014.8.02.0001/02;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0705109-22.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0000953-79.2009.8.02.0013;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0000953-79.2009.8.02.0013;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0719401-80.2018.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0721153-82.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0702563-28.2019.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711701-37.2022.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0730478-18.2020.8.02.0001;Estado de Alagoas;R$ 10.837,76;Alimentar;PI;TJAL;2025;2;1.0;;10837.76;80;80.0
0702224-64.2022.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700014-26.2011.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700678-18.2015.8.02.0001/01;Estado de Alagoas;R$ 9.329,09;Alimentar;PI;TJAL;2025;2;1.0;;9329.09;80;80.0
0711802-74.2022.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0718724-45.2021.8.02.0001;Estado de Alagoas;R$ 10.322,53;Alimentar;PI;TJAL;2025;2;1.0;;10322.53;80;80.0
0013685-07.2004.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0734239-86.2022.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0740347-34.2022.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711637-27.2022.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700566-09.2022.8.02.0032;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711965-65.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0709533-39.2022.8.02.0001;Estado de Alagoas;R$ 18.897,52;Alimentar;PI;TJAL;2025;2;1.0;;18897.52;80;80.0
0706298-35.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0713766-79.2022.8.02.0001;Estado de Alagoas;R$ 23.087,97;Alimentar;PI;TJAL;2025;2;1.0;;23087.97;80;80.0
0713727-82.2022.8.02.0001;Estado de Alagoas;R$ 17.373,70;Alimentar;PI;TJAL;2025;2;1.0;;17373.7;80;80.0
0700597-93.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0736228-35.2019.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711716-17.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0701959-96.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700534-68.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0703431-40.2018.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711973-42.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0713714-83.2022.8.02.0001;Estado de Alagoas;R$ 21.876,58;Alimentar;PI;TJAL;2025;2;1.0;;21876.58;80;80.0
0724443-52.2014.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700266-14.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0723625-61.2018.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0701185-21.2023.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0703249-77.2018.8.02.0058;Estado de Alagoas;R$ 18.072,77;Alimentar;PI;TJAL;2025;2;1.0;;18072.77;80;80.0
0715589-25.2021.8.02.0001;Estado de Alagoas;R$ 20.246,33;Alimentar;PI;TJAL;2025;2;1.0;;20246.33;80;80.0
0713752-37.2018.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711966-50.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700531-16.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700531-16.2020.8.02.0001;Estado de Alagoas;R$ 20.929,72;Alimentar;PI;TJAL;2025;2;1.0;;20929.72;80;80.0
0712107-58.2022.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0712992-72.2022.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700840-55.2023.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0701190-43.2023.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0701202-57.2023.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0701384-43.2023.8.02.0058;Estado de Alagoas;R$ 17.248,11;Alimentar;PI;TJAL;2025;2;1.0;;17248.11;80;80.0
0711707-44.2022.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711680-61.2022.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711636-42.2022.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711639-94.2022.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0703262-03.2023.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0711523-70.2019.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0712105-88.2022.8.02.0058;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0706487-76.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700446-09.2022.8.02.0050/02;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700446-09.2022.8.02.0050/02;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0715618-75.2021.8.02.0001;Estado de Alagoas;R$ 20.514,84;Alimentar;PI;TJAL;2025;2;1.0;;20514.84;80;80.0
0702686-55.2021.8.02.0001;Estado de Alagoas;R$ 20.908,47;Alimentar;PI;TJAL;2025;2;1.0;;20908.47;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0722508-74.2014.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0014406-61.2001.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0014406-61.2001.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700597-11.2011.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0700597-11.2011.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0002;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0003;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0501706-15.2009.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0004;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0501706-15.2009.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0005;Estado de Alagoas;R$ 13.321,66;Alimentar;PI;TJAL;2025;2;1.0;;13321.66;80;80.0
0729483-05.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0734628-71.2022.8.02.0001;Estado de Alagoas;R$ 9.181,24;Alimentar;PI;TJAL;2025;2;1.0;;9181.24;80;80.0
0710634-29.2013.8.02.0006;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0729338-12.2021.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;3;0.5874;;23358.06;80;31.83
0710634-29.2013.8.02.0007;Estado de Alagoas;R$ 13.321,66;Alimentar;PI;TJAL;2025;2;1.0;;13321.66;80;80.0
0710634-29.2013.8.02.0008;Estado de Alagoas;R$ 13.321,66;Alimentar;PI;TJAL;2025;2;1.0;;13321.66;80;80.0
0710634-29.2013.8.02.0009;Estado de Alagoas;R$ 13.321,66;Alimentar;PI;TJAL;2025;2;1.0;;13321.66;80;80.0
0700309-48.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0706400-86.2022.8.02.0001;Estado de Alagoas;R$ 13.566,72;Alimentar;PI;TJAL;2025;2;1.0;;13566.72;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 13.321,66;Alimentar;PI;TJAL;2025;2;1.0;;13321.66;80;80.0
0730534-17.2021.8.02.0001;Estado de Alagoas;R$ 13.674,27;Alimentar;PI;TJAL;2025;2;1.0;;13674.27;80;80.0
0718352-62.2022.8.02.0001;Estado de Alagoas;R$ 9.234,26;Alimentar;PI;TJAL;2025;2;1.0;;9234.26;80;80.0
0714661-16.2017.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 18.996,72;Alimentar;PI;TJAL;2025;2;1.0;;18996.72;80;80.0
0700264-44.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 18.996,72;Alimentar;PI;TJAL;2025;2;1.0;;18996.72;80;80.0
0706392-46.2021.8.02.0001;Estado de Alagoas;R$ 21.031,69;Alimentar;PI;TJAL;2025;2;1.0;;21031.69;80;80.0
0732850-03.2021.8.02.0001;Estado de Alagoas;R$ 10.270,64;Alimentar;PI;TJAL;2025;2;1.0;;10270.64;80;80.0
0713244-62.2016.8.02.0001;Estado de Alagoas;R$ 18.564,66;Alimentar;PI;TJAL;2025;2;1.0;;18564.66;80;80.0
0700355-37.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0736480-38.2019.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0714014-45.2022.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0830025-08.1995.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700265-29.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0830025-08.1995.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0830025-08.1995.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0830025-08.1995.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0830025-08.1995.8.02.0001/01;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0701251-80.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0705117-96.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700596-11.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0728298-29.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700332-91.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 18.996,72;Alimentar;PI;TJAL;2025;2;1.0;;18996.72;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 18.996,72;Alimentar;PI;TJAL;2025;2;1.0;;18996.72;80;80.0
0700267-96.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 18.996,72;Alimentar;PI;TJAL;2025;2;1.0;;18996.72;80;80.0
0736309-81.2019.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0710634-29.2013.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
0700336-31.2020.8.02.0001;Estado de Alagoas;R$ 23.358,06;Alimentar;PI;TJAL;2025;2;1.0;;23358.06;80;80.0
